2023-04-03T19:28:30.680885+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '9ab63589-ffe1-41a4-8b2e-2577cc5658d1', 'counter': 1, 'stdout': "WARNING: The requested image's platform (linux/amd64) does not match the detected host platform (linux/arm64/v8) and no specific platform was requested", 'start_line': 0, 'end_line': 1, 'runner_ident': '89347573-2fb4-4e66-8d63-0cfa7e6cf30e', 'created': '2023-04-03T19:28:30.672591'}
2023-04-03T19:28:38.683725+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '9a068874-c289-416c-a510-33e721588acd', 'counter': 2, 'stdout': '\x1b[1;35m[WARNING]: No inventory was parsed, only implicit localhost is available\x1b[0m', 'start_line': 1, 'end_line': 2, 'runner_ident': '89347573-2fb4-4e66-8d63-0cfa7e6cf30e', 'created': '2023-04-03T19:28:38.675330'}
2023-04-03T19:28:38.708843+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': 'f59a7d80-1d8b-4bcf-9055-559dbb43ea40', 'counter': 3, 'stdout': '\x1b[1;35m[WARNING]: provided hosts list is empty, only localhost is available. Note that\x1b[0m', 'start_line': 2, 'end_line': 3, 'runner_ident': '89347573-2fb4-4e66-8d63-0cfa7e6cf30e', 'created': '2023-04-03T19:28:38.701608'}
2023-04-03T19:28:38.709068+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '7cb1db6e-8bb6-4032-b8fa-59fefa8df183', 'counter': 4, 'stdout': "\x1b[1;35mthe implicit localhost does not match 'all'\x1b[0m", 'start_line': 3, 'end_line': 4, 'runner_ident': '89347573-2fb4-4e66-8d63-0cfa7e6cf30e', 'created': '2023-04-03T19:28:38.701829'}
2023-04-03T19:29:59.695026+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '6d7c6d5d-ced8-4979-9168-b4d22a15a39b', 'counter': 1, 'stdout': "WARNING: The requested image's platform (linux/amd64) does not match the detected host platform (linux/arm64/v8) and no specific platform was requested", 'start_line': 0, 'end_line': 1, 'runner_ident': '7f30bb70-b8f4-4001-96a2-680da1931f36', 'created': '2023-04-03T19:29:59.687848'}
2023-04-03T19:30:07.551400+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '389ccb3d-2219-4764-bed8-503d523b0cf3', 'counter': 2, 'stdout': '\x1b[1;35m[WARNING]: No inventory was parsed, only implicit localhost is available\x1b[0m', 'start_line': 1, 'end_line': 2, 'runner_ident': '7f30bb70-b8f4-4001-96a2-680da1931f36', 'created': '2023-04-03T19:30:07.548706'}
2023-04-03T19:30:07.577276+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '9c6496d4-d640-43e6-9f1d-93516b3a7da1', 'counter': 3, 'stdout': '\x1b[1;35m[WARNING]: provided hosts list is empty, only localhost is available. Note that\x1b[0m', 'start_line': 2, 'end_line': 3, 'runner_ident': '7f30bb70-b8f4-4001-96a2-680da1931f36', 'created': '2023-04-03T19:30:07.575913'}
2023-04-03T19:30:07.577483+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '54ec0e94-fa41-4e34-b7e7-c76b0dd7aa5a', 'counter': 4, 'stdout': "\x1b[1;35mthe implicit localhost does not match 'all'\x1b[0m", 'start_line': 3, 'end_line': 4, 'runner_ident': '7f30bb70-b8f4-4001-96a2-680da1931f36', 'created': '2023-04-03T19:30:07.576117'}
2023-04-03T19:30:28.847606+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': 'a59c3adf-4af7-4622-be0f-2cb6f157e6f9', 'counter': 1, 'stdout': "WARNING: The requested image's platform (linux/amd64) does not match the detected host platform (linux/arm64/v8) and no specific platform was requested", 'start_line': 0, 'end_line': 1, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:28.845226'}
2023-04-03T19:30:36.996847+00:00 CRITICAL 'ansible_navigator.actions.run_playbook._handle_message' Unhandled message from runner queue, discarded: {'event': 'verbose', 'uuid': '3f0c0076-65d3-424a-91e2-7a747e1b43ea', 'counter': 2, 'stdout': '\x1b[0;34mansible-playbook [core 2.13.4]\x1b[0m', 'start_line': 1, 'end_line': 2, 'runner_ident': '1ef37bfd-4052-42c4-a092-f40419f4fd9b', 'created': '2023-04-03T19:30:36.992719'}
